nama,lat,lon,wilayah,sumber
Kafe Halaman,-6.8852743,107.6117715,Kabupaten Bandung,cafe
Hummingbird,-6.9049636,107.6178898,Kabupaten Bandung,cafe
Lekker,-6.9226088,107.6173874,Kabupaten Bandung,cafe
Kopi Aroma,-6.9174741,107.6062333,Kabupaten Bandung,cafe
Kedai Bobko,-6.8820055,107.6159234,Kabupaten Bandung,cafe
MIXUE Dago,-6.8789791,107.6167447,Kabupaten Bandung,cafe
372 Kopi,-6.8753071,107.6190505,Kabupaten Bandung,cafe
Ballroom & Karaoke,-6.920903,107.6213783,Kabupaten Bandung,cafe
Roti,-6.9205379,107.6214744,Kabupaten Bandung,cafe
MASA,-6.9020717,107.6141727,Kabupaten Bandung,cafe
Critoe,-6.9148743,107.6257954,Kabupaten Bandung,cafe
Onsite Cafe,-6.923251,107.6202426,Kabupaten Bandung,cafe
Riverstone Bistro,-6.8529279,107.5900621,Kabupaten Bandung,cafe
terasararea kitchen,-6.8640946,107.6266955,Kabupaten Bandung,cafe
U Café,-6.8620332,107.5937389,Kabupaten Bandung,cafe
Coffee Lab 5758,-6.8613391,107.5825779,Kabupaten Bandung,cafe
Coffee Lab 5758,-6.8612893,107.5825954,Kabupaten Bandung,cafe
Masagi Coffee,-6.8686931,107.6065385,Kabupaten Bandung,cafe
Cafe Dante,-6.8675479,107.6232347,Kabupaten Bandung,cafe
Gonzo Anime Caffe,-6.9021472,107.6045416,Kabupaten Bandung,cafe
Yelow Truck Coffe,-6.9029278,107.6053089,Kabupaten Bandung,cafe
Fore Coffee,-6.8892024,107.6155854,Kabupaten Bandung,cafe
Tree House Cafe,-6.894562,107.6150558,Kabupaten Bandung,cafe
Ngopi Doeloe Cafe,-6.8945796,107.6158108,Kabupaten Bandung,cafe
KOMA Fine Coffee,-6.884628,107.6125532,Kabupaten Bandung,cafe
Cafe SIMLIM,-7.2000796,107.8878836,Kabupaten Bandung,cafe
Iriz-u Coffee,-6.9241319,107.6740092,Kabupaten Bandung,cafe
Broy.co,-6.921737,107.672741,Kabupaten Bandung,cafe
MAXX Coffee,-6.9384438,107.6245186,Kabupaten Bandung,cafe
Sweezle,-6.9380697,107.6234846,Kabupaten Bandung,cafe
Janji Jiwa Culture,-6.9413261,107.62665,Kabupaten Bandung,cafe
ESKO Cafe,-6.9437732,107.6418121,Kabupaten Bandung,cafe
Bagi Kopi,-6.9351925,107.5928299,Kabupaten Bandung,cafe
Kafe Leis,-6.8792507,107.6127851,Kabupaten Bandung,cafe
Cafe Bunda,-6.896549,107.6174757,Kabupaten Bandung,coffee_shop
Tanpa Nama,-6.8966742,107.6174138,Kabupaten Bandung,coffee_shop
Tanpa Nama,-6.8972612,107.6174683,Kabupaten Bandung,coffee_shop
Cafe,-6.8830301,107.6118307,Kabupaten Bandung,cafe
Layung Coffee Roastery,-6.9167813,107.6894382,Kabupaten Bandung,cafe
Tanpa Nama,-6.8816561,107.5786824,Kabupaten Bandung,cafe
Caffetaria,-6.8595488,107.5941642,Kabupaten Bandung,cafe
Tanpa Nama,-6.9041479,107.6974,Kabupaten Bandung,cafe
Tanpa Nama,-6.8775851,107.6736973,Kabupaten Bandung,cafe
Jds Kopi and Roastery,-6.879234,107.6325301,Kabupaten Bandung,cafe
Congo Gallery and Cafe,-6.8674237,107.6277284,Kabupaten Bandung,cafe
Indomaret,-6.9167704,107.6419564,Kabupaten Bandung,cafe
LAKESIDE,-6.9726488,107.6312516,Kabupaten Bandung,cafe
PePeTeKa Cafe,-7.1415826,107.5144118,Kabupaten Bandung,cafe
terasararea Coffee,-6.8640452,107.6269154,Kabupaten Bandung,cafe
terasararea coffee,-6.8641391,107.6268612,Kabupaten Bandung,cafe
Warmindo Yayang,-6.9342264,107.7170311,Kabupaten Bandung,cafe
Cikopi,-6.8842029,107.6123617,Kabupaten Bandung,cafe
Parc C Coffe & Eatery,-6.882545,107.6136553,Kabupaten Bandung,cafe
Parc C Coffe & Eatery,-6.8824294,107.6137274,Kabupaten Bandung,cafe
Parc C Coffe & Eatery,-6.8823754,107.6137763,Kabupaten Bandung,cafe
Parc C Coffe & Eatery,-6.8823576,107.6136486,Kabupaten Bandung,cafe
Kopi Tentrem,-6.8795268,107.6124665,Kabupaten Bandung,cafe
Tanpa Nama,-6.8836964,107.6113622,Kabupaten Bandung,cafe
Domino Pizza Dago,-6.8799953,107.6161215,Kabupaten Bandung,cafe
Prabu Coffe,-6.8750323,107.6186027,Kabupaten Bandung,cafe
Ruang Ketiga,-6.87794,107.6194821,Kabupaten Bandung,cafe
Kanay Coffe,-6.8779648,107.6192374,Kabupaten Bandung,cafe
Syura Coffe,-6.8804581,107.6163346,Kabupaten Bandung,cafe
Kabobs - Premium Kebab Dago,-6.8792904,107.616635,Kabupaten Bandung,cafe
Clie Banana & Donuts,-6.8790209,107.617968,Kabupaten Bandung,cafe
Daily Routine Coffe,-6.8790974,107.6202254,Kabupaten Bandung,cafe
Kurva Coffe,-6.8645564,107.6236298,Kabupaten Bandung,cafe
Sedjuk Bakmi And Coffee,-6.8839582,107.6253334,Kabupaten Bandung,cafe
Adiksi Kopi,-6.8793164,107.6241433,Kabupaten Bandung,cafe
Adiksi Kopi,-6.8792738,107.6241246,Kabupaten Bandung,cafe
Adiksi Kopi,-6.8793389,107.624044,Kabupaten Bandung,cafe
Toko Kopi Maju,-6.8869536,107.618793,Kabupaten Bandung,cafe
Cafe Tarya,-6.9351194,107.6418324,Kabupaten Bandung,cafe
Harvard University Cabang Sumedang,-6.9255239,107.8122168,Kabupaten Bandung,cafe
Erla Cafe,-6.8740331,107.6186196,Kabupaten Bandung,cafe
Tanpa Nama,-6.8691419,107.627736,Kabupaten Bandung,cafe
Cats and Ice Cream Dago,-6.877956,107.6188188,Kabupaten Bandung,cafe
Cafe Coffee Day,-7.093875,107.4271658,Kabupaten Bandung,cafe
Tanpa Nama,-7.2275439,107.8825187,Kabupaten Bandung,cafe
Mooja Cafe,-6.8927339,107.590254,Kabupaten Bandung,cafe
Laja House Coffee & Noodles,-6.8705955,107.7020895,Kabupaten Bandung,cafe
Malmo Food Explore,-6.8969375,107.6174358,Kabupaten Bandung,cafe
Warung Kopi Imah Babaturan Cabang Tamansari,-6.8970101,107.6094107,Kabupaten Bandung,cafe
Warung Kopi Imah Babaturan Cabang Tamansari,-6.897103,107.6094123,Kabupaten Bandung,cafe
Loko Cafe,-6.9129636,107.602965,Kabupaten Bandung,cafe
Suka Sangrai Coffee Roaster,-6.9020001,107.6863959,Kabupaten Bandung,coffee_shop
Morikafe,-7.1817128,107.5450245,Kabupaten Bandung,cafe
Tanpa Nama,-6.8939472,107.6122479,Kabupaten Bandung,cafe
Simpang Wangi Coffee & Eatary,-6.9041405,107.6192054,Kabupaten Bandung,cafe
Starbucks,-6.9388521,107.6249393,Kabupaten Bandung,cafe
Starbucks,-6.9760476,107.6368075,Kabupaten Bandung,cafe
Ruang Jumpa co.,-6.8727596,107.5327089,Kabupaten Bandung,cafe
TEMU KITA COFFEE TERRACE,-6.8722289,107.5531691,Kabupaten Bandung,cafe
Tanpa Nama,-6.8785075,107.5500271,Kabupaten Bandung,cafe
IKEA Café,-6.8665897,107.4665276,Kabupaten Bandung,cafe
Tedja,-6.9602183,107.6948371,Kabupaten Bandung,cafe
ER Coffeelab,-6.9592587,107.6946696,Kabupaten Bandung,cafe
Otterino,-6.9596168,107.694723,Kabupaten Bandung,cafe
Tomoro,-6.9590168,107.6946448,Kabupaten Bandung,cafe
Co-Working Cafe,-6.9576479,107.6947847,Kabupaten Bandung,cafe
Jaad,-6.9579557,107.6947212,Kabupaten Bandung,cafe
Es Teh Indonesia,-6.9577326,107.6895631,Kabupaten Bandung,cafe
Mixue,-6.9576389,107.6895709,Kabupaten Bandung,cafe
Starbucks,-6.9213419,107.6099795,Kabupaten Bandung,cafe
KEDAI KULINER PATUNG DUA MACAN,-6.8608982,107.5526781,Kabupaten Bandung,cafe
Starbucks,-6.8669907,107.4725913,Kabupaten Bandung,cafe
Richeese Factory,-6.9202108,107.6221651,Kabupaten Bandung,cafe
Cafe De Musee,-6.8600532,107.5939417,Kabupaten Bandung,cafe
Tomoro Coffe,-6.8624665,107.5932426,Kabupaten Bandung,cafe
People Pleaser,-6.8740808,107.6036522,Kabupaten Bandung,cafe
Tanulo Coffee,-6.9523881,107.6062445,Kabupaten Bandung,cafe
Noir Coffee and Space,-6.9527838,107.6058673,Kabupaten Bandung,cafe
One Two B,-6.9600719,107.70074,Kabupaten Bandung,cafe
Bambung Hideung Cafe,-6.895181,107.2267763,Kabupaten Bandung,cafe
Imah Kopi,-6.814801,107.6235807,Kabupaten Bandung Barat,cafe
Cafe D'Pakar,-6.8467341,107.6498632,Kabupaten Bandung Barat,cafe
Waroeng Eurad Bodypack,-6.7899252,107.6829009,Kabupaten Bandung Barat,cafe
Tanpa Nama,-6.7950015,107.6490159,Kabupaten Bandung Barat,cafe
Limasegi Di Pinus,-6.7816582,107.6466239,Kabupaten Bandung Barat,cafe
Coffee 90,-6.8207606,107.6368582,Kabupaten Bandung Barat,cafe
Kopi Kenangan,-6.813598,107.6205341,Kabupaten Bandung Barat,cafe
Gia's Grange,-6.8092269,107.627776,Kabupaten Bandung Barat,cafe
Armor Kopi Badjoeri,-6.8447096,107.5929256,Kabupaten Bandung Barat,cafe
Warkop Modjok,-6.8432539,107.5940792,Kabupaten Bandung Barat,cafe
Tanpa Nama,-6.8402726,107.4785994,Kabupaten Bandung Barat,cafe
Coffee 90,-6.8207584,107.6368559,Kabupaten Bandung Barat,cafe
Teras Brandweer - Art & Nature,-6.8384782,107.5668464,Kabupaten Bandung Barat,cafe
SkyScape Cafe & Eatery,-6.8348201,107.5948805,Kabupaten Bandung Barat,cafe
Kopi Toko Djawa,-6.8111437,107.63459,Kabupaten Bandung Barat,cafe
Mocari Coffee,-6.4523195,107.0417539,Kabupaten Bekasi,cafe
Ewok Steam and Cafe,-6.3232437,106.9621472,Kabupaten Bekasi,cafe
ropisbak ghifari grab,-6.2499015,106.9081626,Kabupaten Bekasi,cafe
Moo Nyusu,-6.3124034,107.0220513,Kabupaten Bekasi,cafe
Susu Moo,-6.3095225,107.0227745,Kabupaten Bekasi,cafe
Happiness Cofee and Food,-6.3139635,107.0215789,Kabupaten Bekasi,cafe
Tanpa Nama,-6.2597323,106.9685996,Kabupaten Bekasi,cafe
Tanpa Nama,-6.2643175,106.9724047,Kabupaten Bekasi,cafe
MOKKA,-6.3999156,106.9758782,Kabupaten Bekasi,cafe
Warbune Jakarta,-6.2521614,106.9224712,Kabupaten Bekasi,cafe
The Coffee Bean & Tea Leaf,-6.1583262,106.9072578,Kabupaten Bekasi,cafe
3 sula coffee bar,-6.2745763,106.9745446,Kabupaten Bekasi,cafe
Tanpa Nama,-6.3478329,107.2042892,Kabupaten Bekasi,cafe
Thai Tea,-6.3525286,106.9367746,Kabupaten Bekasi,cafe
Toko Es Kelapa,-6.3525246,106.9370009,Kabupaten Bekasi,cafe
Warkop Matahari,-6.256954,106.9665451,Kabupaten Bekasi,cafe
3sulacoffeebar,-6.2738349,106.9744638,Kabupaten Bekasi,cafe
kopi ula,-6.2738247,106.9744737,Kabupaten Bekasi,cafe
Boba Story,-6.1608893,106.9901827,Kabupaten Bekasi,cafe
D'nomi Cafe,-6.257776,107.101128,Kabupaten Bekasi,cafe
Maxx Coffee,-6.3341797,107.1638162,Kabupaten Bekasi,cafe
Kopi Terpingkal,-6.2802905,106.9984834,Kabupaten Bekasi,cafe
Starbucks,-6.2489946,106.9561777,Kabupaten Bekasi,cafe
Chatime,-6.2526806,106.9524906,Kabupaten Bekasi,cafe
Kopi Kawaji,-6.2562283,106.934745,Kabupaten Bekasi,cafe
Arung Coffee,-6.262105,106.9445138,Kabupaten Bekasi,cafe
Nara Coffee,-6.2627009,106.9450202,Kabupaten Bekasi,cafe
Oppi Kopi Bekasi,-6.2412654,106.9967179,Kabupaten Bekasi,cafe
Oppi Kopi,-6.3945667,106.9593192,Kabupaten Bekasi,cafe
Kopi Kenangan,-6.2523439,106.9526116,Kabupaten Bekasi,cafe
Janji Jiwa,-6.2524471,106.9525792,Kabupaten Bekasi,cafe
MÜZE Coffee & Eatery,-6.2527554,106.9524735,Kabupaten Bekasi,cafe
Warunk Sugih,-6.2754397,106.951857,Kabupaten Bekasi,cafe
Janji Jiwa,-6.2563015,106.9428356,Kabupaten Bekasi,cafe
Paseban KLM,-6.3669672,106.9311463,Kabupaten Bekasi,cafe
Tanpa Nama,-6.3519607,106.9645393,Kabupaten Bekasi,cafe
Kopi Kenangan,-6.3516934,106.9629657,Kabupaten Bekasi,cafe
Kopi Kenangan,-6.2638968,106.9499675,Kabupaten Bekasi,cafe
Warunk Upnormal,-6.2539045,106.9092704,Kabupaten Bekasi,cafe
Starbucks,-6.2475093,106.9168887,Kabupaten Bekasi,cafe
Starbucks,-6.2517439,106.9789584,Kabupaten Bekasi,cafe
Maxx Coffee,-6.155719,106.908027,Kabupaten Bekasi,cafe
Union,-6.1561084,106.9088631,Kabupaten Bekasi,cafe
J.CO Donuts & Coffee - Ruko Graha Bulevar Summarecon Bekasi,-6.2265487,106.995818,Kabupaten Bekasi,cafe
Simetri Coffee Roasters - Marga Mulya,-6.223477,106.9972105,Kabupaten Bekasi,cafe
Mono Music & Caffee,-6.2486474,106.9811926,Kabupaten Bekasi,cafe
NgopiMura,-6.3170898,107.0252591,Kabupaten Bekasi,cafe
Kopi Kenangan,-6.3204768,107.0163919,Kabupaten Bekasi,cafe
Perpustakaan Yayasan DHARMAIS,-6.2053798,106.9913535,Kabupaten Bekasi,cafe
Timur Coffee,-6.2717457,106.9469746,Kabupaten Bekasi,cafe
warung upnormal,-6.2778152,107.0464575,Kabupaten Bekasi,cafe
Kopi Oi,-6.2592466,107.0549706,Kabupaten Bekasi,cafe
Nord Place,-6.121618,106.902783,Kabupaten Bekasi,cafe
Brewska Cafe,-6.1218574,106.9025415,Kabupaten Bekasi,cafe
Warkop Zaskia,-6.2863773,107.0025858,Kabupaten Bekasi,coffee_shop
Tanpa Nama,-6.2961235,106.9980463,Kabupaten Bekasi,cafe
Starbucks,-6.2689679,107.0363805,Kabupaten Bekasi,cafe
Batavia Cafe,-6.2713202,107.0390023,Kabupaten Bekasi,cafe
Warkop,-6.2584868,106.9956072,Kabupaten Bekasi,cafe
CAFE CEGE by Coffee Grounds,-6.1656078,106.9247833,Kabupaten Bekasi,cafe
Malamig,-6.2553545,106.9754675,Kabupaten Bekasi,cafe
Cafe Bonex,-6.2174516,107.0854682,Kabupaten Bekasi,cafe
Cafe AMBASADOR Karaoke & House music,-6.2182242,107.0858002,Kabupaten Bekasi,cafe
CAFE MAWAR BODAS,-6.2188295,107.0858136,Kabupaten Bekasi,cafe
CAFE DELTA,-6.220276,107.0863856,Kabupaten Bekasi,cafe
Wacika Coffee & Eatery,-6.1301719,106.9010923,Kabupaten Bekasi,cafe
Lembayung Coffee,-6.2783577,107.0339248,Kabupaten Bekasi,cafe
Tanpa Nama,-6.2210367,107.0031469,Kabupaten Bekasi,cafe
Ruwang Coffeehouse,-6.2258639,107.0080091,Kabupaten Bekasi,cafe
The Little Jasmine,-6.25297,107.0025634,Kabupaten Bekasi,cafe
Aunti Anne's,-6.3514047,107.1964896,Kabupaten Bekasi,cafe
Butter Toast,-6.3510021,107.1940568,Kabupaten Bekasi,cafe
Boost Juice,-6.3509302,107.1958458,Kabupaten Bekasi,cafe
Susu Mbok Darmi,-6.3522444,107.19679,Kabupaten Bekasi,cafe
Dum Dum,-6.3520098,107.1971655,Kabupaten Bekasi,cafe
Mad Coco,-6.3508502,107.1945074,Kabupaten Bekasi,cafe
Shake Shake in a Tub,-6.3509302,107.1961623,Kabupaten Bekasi,cafe
Sour Sally,-6.351306,107.195406,Kabupaten Bekasi,cafe
Susuru,-6.351402,107.1962857,Kabupaten Bekasi,cafe
The People's Cafe,-6.3515646,107.1969214,Kabupaten Bekasi,cafe
Starbucks,-6.269079,106.911823,Kabupaten Bekasi,coffee_shop
AIKO Coffee,-6.3763282,106.903066,Kabupaten Bekasi,coffee_shop
Kedai Kopi Prambanan,-6.2608174,107.0052569,Kabupaten Bekasi,cafe
Kopi Harmoni,-6.2282162,106.9644137,Kabupaten Bekasi,cafe
Sudo Brew,-6.1590219,106.9979996,Kabupaten Bekasi,cafe
Tuku,-6.3161642,107.0013253,Kabupaten Bekasi,cafe
Parkiran Stasiun Buaran,-6.2154309,106.9235836,Kabupaten Bekasi,cafe
Warkop 1899,-6.2466464,106.9846029,Kabupaten Bekasi,cafe
Kopi Kenangan,-6.3382231,107.1533734,Kabupaten Bekasi,cafe
Tanpa Nama,-6.2431976,107.1600755,Kabupaten Bekasi,cafe
Janji Jiwa,-6.158197,106.9989336,Kabupaten Bekasi,cafe
Excelso,-6.1598101,106.9979352,Kabupaten Bekasi,cafe
Simetri,-6.1587007,106.9979766,Kabupaten Bekasi,cafe
Starbucks,-6.3278456,107.1271223,Kabupaten Bekasi,cafe
Old Town White Coffee,-6.3321603,107.1397729,Kabupaten Bekasi,cafe
Starbucks,-6.3570107,107.2423598,Kabupaten Bekasi,cafe
The People's Cafe,-6.3566499,107.2438474,Kabupaten Bekasi,cafe
Malaya Kopitiam,-6.3568224,107.2435716,Kabupaten Bekasi,cafe
Cafe Tutur,-6.2613582,106.9954796,Kabupaten Bekasi,cafe
Saat Seduh Coffee,-6.2367158,107.00084,Kabupaten Bekasi,cafe
Warung Teduh,-6.2735185,107.00881,Kabupaten Bekasi,cafe
Kopi Kedubes,-6.2717977,106.9720956,Kabupaten Bekasi,cafe
Warung Babeh Center,-6.4580237,106.9781456,Kabupaten Bekasi,cafe
Mixue,-6.2678293,107.0170655,Kabupaten Bekasi,cafe
Karun,-6.2662398,107.0083911,Kabupaten Bekasi,cafe
Starbucks,-6.2956397,106.9596673,Kabupaten Bekasi,cafe
IEI Rest Room,-6.3277847,107.1152965,Kabupaten Bekasi,cafe
Warkop Bu Kete,-6.364543,107.1179223,Kabupaten Bekasi,cafe
Gallery 31 (MJ SPORT/ B'DISTRO/GF3),-6.2451591,107.1096222,Kabupaten Bekasi,cafe
Kyo Coffee,-6.2552116,106.9100428,Kabupaten Bekasi,cafe
Mako Kiraja,-6.24406,107.1088692,Kabupaten Bekasi,cafe
Starbucks,-6.3118278,106.9244072,Kabupaten Bekasi,cafe
Wacika Coffee & Eatery,-6.1301707,106.9003191,Kabupaten Bekasi,cafe
Dough&Creme,-6.1748327,106.916521,Kabupaten Bekasi,cafe
Cafe Wisma Betawi,-6.122459,106.9389118,Kabupaten Bekasi,cafe
Cafe Coffee Day,-6.2141912,107.0366748,Kabupaten Bekasi,cafe
Samedja,-6.2382323,106.9937061,Kabupaten Bekasi,cafe
Warkop Pertigaan Padang,-6.3524665,106.9367276,Kabupaten Bekasi,coffee_shop
Starbucks Galuh Mas,-6.3260672,107.2923037,Kabupaten Bekasi,cafe
Warung Susu Jahe Mama Egi,-6.3454133,106.9567952,Kabupaten Bekasi,cafe
Dua Arah,-6.4657675,106.9057153,Kabupaten Bekasi,cafe
Kopi Kenangan x Cerita Roti - Dapur Kitchen Bekasi,-6.2359338,107.0002731,Kabupaten Bekasi,cafe
Mr. Jack,-6.2791735,107.0463677,Kabupaten Bekasi,cafe
Starbucks,-6.2790461,107.0479812,Kabupaten Bekasi,cafe
Mono Music & Caffee,-6.2485978,106.981238,Kabupaten Bekasi,cafe
Starbucks,-6.3458157,107.1655295,Kabupaten Bekasi,cafe
Janji Jiwa,-6.2275096,106.9976355,Kabupaten Bekasi,cafe
J.CO Donuts & Coffee,-6.2967187,106.9586369,Kabupaten Bekasi,cafe
Starbucks,-6.2699644,106.9815525,Kabupaten Bekasi,cafe
Starbucks,-6.367145,107.1784088,Kabupaten Bekasi,cafe
Starbucks,-6.1817364,106.9730908,Kabupaten Bekasi,cafe
Ezra Food and Coffee,-6.2665298,106.9706961,Kabupaten Bekasi,cafe
Kopi Nako,-6.2220775,106.997539,Kabupaten Bekasi,cafe
Interaksi Space,-6.2782823,106.9755396,Kabupaten Bekasi,cafe
Kopi Kenangan,-6.2139578,107.0349523,Kabupaten Bekasi,cafe
Coffee Time,-6.2154096,107.0334259,Kabupaten Bekasi,cafe
Miray Cafe,-6.3406553,107.1538872,Kabupaten Bekasi,cafe
Es Kopi Boss,-6.3376592,107.1532999,Kabupaten Bekasi,cafe
King's Coffee,-6.3430385,107.1535303,Kabupaten Bekasi,cafe
Sudut Kedai,-6.4081729,107.0054086,Kabupaten Bekasi,cafe
Starbucks,-6.2483792,106.9568072,Kabupaten Bekasi,cafe
Kopi Kedubes,-6.2718118,106.9720921,Kabupaten Bekasi,cafe
Kopi Kenangan,-6.3290404,107.2957593,Kabupaten Bekasi,cafe
Tator,-6.185756,106.8291834,Kabupaten Bogor,cafe
Bambula,-6.6120429,106.8144126,Kabupaten Bogor,cafe
Tanpa Nama,-6.6217457,106.8175569,Kabupaten Bogor,cafe
Josh Movie Corner,-6.6038305,106.8094459,Kabupaten Bogor,cafe
Tanpa Nama,-6.6160431,106.8152344,Kabupaten Bogor,cafe
Tanpa Nama,-6.6172438,106.8207035,Kabupaten Bogor,cafe
Tanpa Nama,-6.6172699,106.8188179,Kabupaten Bogor,cafe
Tanpa Nama,-6.6187266,106.8205985,Kabupaten Bogor,cafe
Cafe Al Tahrir,-6.2205601,106.8325505,Kabupaten Bogor,cafe
Daily Bread Bakery and Cafe,-6.2180374,106.8345492,Kabupaten Bogor,cafe
Kopi Luwak,-6.2182454,106.8352645,Kabupaten Bogor,cafe
Pandav Coffee;pandav coffe,-6.2182606,106.8346496,Kabupaten Bogor,cafe
Starbucks,-6.2178663,106.8349406,Kabupaten Bogor,cafe
Cafe Cisangkuy,-6.6083985,106.8168459,Kabupaten Bogor,cafe
D'Marco Cafe,-6.1859185,106.8252696,Kabupaten Bogor,cafe
Starbucks,-6.1855314,106.821855,Kabupaten Bogor,cafe
Starbucks,-6.186726,106.8234912,Kabupaten Bogor,cafe
Coffee Toffee,-6.5836791,106.8172173,Kabupaten Bogor,cafe
Starbucks,-6.6017258,106.8064271,Kabupaten Bogor,cafe
Circle K,-6.2771981,106.8403006,Kabupaten Bogor,cafe
7-Eleven,-6.2792824,106.8393199,Kabupaten Bogor,cafe
Rollingstonescafe,-6.276945,106.8201803,Kabupaten Bogor,cafe
Anomali,-6.2652328,106.8204941,Kabupaten Bogor,cafe
FM Kitchen,-6.1940324,106.8470016,Kabupaten Bogor,cafe
Excelso Express,-6.1946364,106.8459773,Kabupaten Bogor,cafe
Jambo Kupi,-6.2980637,106.8401469,Kabupaten Bogor,cafe
The Cake Storage,-6.2258157,106.8574812,Kabupaten Bogor,cafe
Coffee Day STAPALA,-6.2671095,106.7318759,Kabupaten Bogor,cafe
Kenaliwa Coffee,-6.3282232,106.6718815,Kabupaten Bogor,cafe
Eastern KopiTM,-6.2437569,106.6506675,Kabupaten Bogor,cafe
Tanpa Nama,-6.1961683,106.823827,Kabupaten Bogor,cafe
Cafe De Hooi,-6.2845224,106.7809773,Kabupaten Bogor,cafe
Phoenam,-6.187372,106.8273287,Kabupaten Bogor,cafe
Kopi Oey,-6.2542917,106.8308244,Kabupaten Bogor,cafe
Aceh Jame Kupi,-6.2533985,106.842095,Kabupaten Bogor,cafe
Starbucks,-6.2456333,106.7883042,Kabupaten Bogor,cafe
Quintino's Djava,-6.2588589,106.7891995,Kabupaten Bogor,cafe
Quintino's Djava,-6.2594462,106.7893188,Kabupaten Bogor,cafe
Warnet Ichiban,-6.2520357,106.7912139,Kabupaten Bogor,cafe
Anomali Cafe,-6.2673611,106.8154346,Kabupaten Bogor,cafe
Warung Senja,-6.2324953,106.6161648,Kabupaten Bogor,cafe
Titik Temu,-6.2272833,106.8093073,Kabupaten Bogor,cafe
Starbucks,-6.2018613,106.820814,Kabupaten Bogor,cafe
Starbucks,-6.1950168,106.820348,Kabupaten Bogor,cafe
aa,-6.7083278,106.852568,Kabupaten Bogor,cafe
Toodz House - Cipete,-6.277919,106.801822,Kabupaten Bogor,cafe
Starbucks,-6.6156697,106.8038399,Kabupaten Bogor,cafe
Cacaoté,-6.2324674,106.8110623,Kabupaten Bogor,cafe
Tanamera Coffee,-6.1955736,106.8168132,Kabupaten Bogor,cafe
Starbucks,-6.189867,106.7985765,Kabupaten Bogor,cafe
Ketan Susu Kemayoran,-6.1608148,106.8492458,Kabupaten Bogor,cafe
Cosmo Terrace,-6.1942592,106.8161949,Kabupaten Bogor,cafe
Comic Cafe,-6.2283462,106.8550641,Kabupaten Bogor,cafe
What's Up Cafe,-6.1738267,106.7809599,Kabupaten Bogor,cafe
basok solo,-6.1172307,106.7569852,Kabupaten Bogor,cafe
Anomali Coffee Senopati,-6.2307194,106.8081821,Kabupaten Bogor,cafe
Maxx Coffee,-6.2282619,106.6092467,Kabupaten Bogor,cafe
Starbucks,-6.1772243,106.7993695,Kabupaten Bogor,cafe
Beer Brother Kemang,-6.2570259,106.8102532,Kabupaten Bogor,cafe
Beer Garden Radio Dalam,-6.2495071,106.7917067,Kabupaten Bogor,cafe
Caribou Coffee,-6.2302604,106.8040777,Kabupaten Bogor,cafe
Kung Fu Tea,-6.1695519,106.7720808,Kabupaten Bogor,cafe
Crematology Coffee Roasters,-6.2288012,106.8338831,Kabupaten Bogor,cafe
Eat Happens Tebet,-6.2281863,106.85525,Kabupaten Bogor,cafe
Fat Bubble,-6.1122505,106.7424658,Kabupaten Bogor,cafe
Tanpa Nama,-6.2117344,106.8211637,Kabupaten Bogor,cafe
Foresthree,-6.2016475,106.8234352,Kabupaten Bogor,cafe
Roti Bakar Eddy Blok M,-6.2364013,106.7997965,Kabupaten Bogor,cafe
Roti Bakar Eddy Senayan,-6.2231147,106.8021488,Kabupaten Bogor,cafe
Roti Pisang Bakar Bencongan Indah,-6.2112656,106.6022557,Kabupaten Bogor,cafe
Roti Pisang Bakar (Ropisbak) Ghifari,-6.1973271,106.8862803,Kabupaten Bogor,cafe
Shisha Cafe,-6.2569063,106.8148066,Kabupaten Bogor,cafe
Starbucks,-6.1520673,106.8176352,Kabupaten Bogor,cafe
Starbucks,-6.175383,106.8122042,Kabupaten Bogor,cafe
Cafe Batavia,-6.1344159,106.812774,Kabupaten Bogor,cafe
Starbucks Ranch Kebon Jeruk,-6.1888433,106.7559204,Kabupaten Bogor,cafe
Starbucks,-6.1162956,106.7568754,Kabupaten Bogor,cafe
Junkyard Cafe & Bar,-6.2303606,106.8074979,Kabupaten Bogor,cafe
Pao Pao Liquor Bar & Dimsum,-6.2296026,106.8042071,Kabupaten Bogor,cafe
The Cubbyhole Canteen,-6.231402,106.8091969,Kabupaten Bogor,cafe
Kingsman - Hemingway Speakeasy Lounge & Cigar Bar,-6.2329679,106.8117494,Kabupaten Bogor,cafe
Miel Ice Cream,-6.2337635,106.8123599,Kabupaten Bogor,cafe
Mouse Coffee,-6.1594407,106.8193203,Kabupaten Bogor,cafe
Bikun Coffee,-6.3649986,106.831092,Kabupaten Bogor,cafe
Java Aroma Perpustakaan Universitas Indoenesia,-6.365361,106.8297431,Kabupaten Bogor,cafe
Maxx Coffee,-6.2615974,106.8125358,Kabupaten Bogor,cafe
Tanpa Nama,-6.1129305,106.7484644,Kabupaten Bogor,cafe
Starbucks,-6.1075652,106.7793256,Kabupaten Bogor,cafe
reneka,-6.1272766,106.7914672,Kabupaten Bogor,cafe
Starbucks,-6.1274316,106.7912245,Kabupaten Bogor,cafe
Starbucks,-6.2274939,106.6059956,Kabupaten Bogor,cafe
Maxx Coffee,-6.2285122,106.606704,Kabupaten Bogor,cafe
Cafe Durio,-6.4177153,106.8227519,Kabupaten Bogor,cafe
Chillowd (warung kopi),-6.286167,106.818914,Kabupaten Bogor,cafe
