nama,lat,lon,wilayah,sumber,alamat_asli
Haus!,-6.5629873,106.7325974,Kabupaten Bogor,cafe,"Haus!, Jalan Dramaga - Bubulak, Babakan, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
D'sruput,-6.5722984,106.7404899,Kabupaten Bogor,cafe,"D'sruput, Jalan Labuan-Cianjur, Marga Jaya, Bogor Barat, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Your Tea,-6.5735154,106.7411001,Kabupaten Bogor,cafe,"Your Tea, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Point Coffee,-6.5690662,106.7423265,Kabupaten Bogor,cafe,"Point Coffee, Jalan Raya Pakuan, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Gorillaz Cafe,-6.5716889,106.7510233,Kabupaten Bogor,cafe,"Gorillaz Cafe, Jalan Gardu Raya, Bubulak, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Warmindo Miko,-6.5717029,106.750923,Kabupaten Bogor,cafe,"Warmindo Miko, Jalan Gardu Raya, Bubulak, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Forest Coffee,-6.5632327,106.7517525,Kabupaten Bogor,cafe,"Forest Coffee, Cifor, Bubulak, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Kopi dari Hati & Toast,-6.57026,106.766919,Kabupaten Bogor,cafe,"Kopi dari Hati & Toast, Jalan Brigjen Saptaji Hadi Prawira, Cilendek Barat, Bogor Barat, Bogor, Jawa Barat, Jawa, 16112, Indonesia"
Can Ngopi,-6.5695325,106.7668299,Kabupaten Bogor,cafe,"Can Ngopi, Jalan Brigjen Saptaji Hadi Prawira, Cilendek Barat, Bogor Barat, Bogor, Jawa Barat, Jawa, 16112, Indonesia"
Kopi Kenangan,-6.5706424,106.7676379,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Brigjen Saptaji Hadi Prawira, Cilendek Barat, Bogor Barat, Bogor, Jawa Barat, Jawa, 16112, Indonesia"
Kopi Abu Amad,-6.5692268,106.7665435,Kabupaten Bogor,cafe,"Kopi Abu Amad, Jalan Brigjen Saptaji Hadi Prawira, Cilendek Barat, Bogor Barat, Bogor, Jawa Barat, Jawa, 16112, Indonesia"
D'Sruput,-6.5739877,106.7702349,Kabupaten Bogor,cafe,"D'Sruput, Jalan Brigjen Saptaji Hadi Prawira, Cilendek Barat, Bogor Barat, Bogor, Jawa Barat, Jawa, 16112, Indonesia"
Janji Jiwa Toast,-6.5811481,106.777723,Kabupaten Bogor,cafe,"Janji Jiwa Toast, Jalan Dr. Sumeru, Menteng, Bogor Barat, Bogor, Jawa Barat, Jawa, 16111, Indonesia"
Makkah,-6.5839225,106.773473,Kabupaten Bogor,cafe,"Makkah, Jalan KH Tubagus Muhammad Falak, Loji, Bogor Barat, Bogor, Jawa Barat, Jawa, 16117, Indonesia"
Warunk Kopi Pemuda,-6.5825559,106.7687678,Kabupaten Bogor,cafe,"Warunk Kopi Pemuda, Jalan Letjen Ibrahim Adjie, Loji, Bogor Barat, Bogor, Jawa Barat, Jawa, 16117, Indonesia"
Your Tea,-6.5790184,106.7550208,Kabupaten Bogor,cafe,"Your Tea, Jalan Pagelaran Ciomas, Sindang Barang, Laladon, Ciomas, Bogor, Jawa Barat, Jawa, 16610, Indonesia"
Point Coffee,-6.5878933,106.759203,Kabupaten Bogor,cafe,"Point Coffee, Jalan Pagelaran Ciomas, Sindang Barang, Laladon, Ciomas, Bogor, Jawa Barat, Jawa, 16610, Indonesia"
Point Coffee,-6.6016558,106.7606586,Kabupaten Bogor,cafe,"Point Coffee, Jalan Raya Ciomas, Pagelaran, Ciomas, Bogor, Jawa Barat, Jawa, 16610, Indonesia"
Bean Spot,-6.5557637,106.761902,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Semplak, Semplak, Bogor Barat, Bogor, Jawa Barat, Jawa, 16114, Indonesia"
Teguk,-6.5552081,106.7614346,Kabupaten Bogor,cafe,"Teguk, Jalan Raya Semplak, Semplak, Bogor Barat, Bogor, Jawa Barat, Jawa, 16114, Indonesia"
Bean Spot,-6.5526427,106.7609934,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Semplak, Semplak, Bogor Barat, Kemang, Bogor, Jawa Barat, Jawa, 16114, Indonesia"
Bean Spot,-6.5607206,106.7143524,Kabupaten Bogor,cafe,"Bean Spot, Jalan Cibadak-Ciampea, Tanjakancinangneng, Cihideunghilir, Ciampea, Bogor, Jawa Barat, Jawa, 16620, Indonesia"
Kopi Dari Hati,-6.5609565,106.7149472,Kabupaten Bogor,cafe,"Kopi Dari Hati, Jalan Cibadak-Ciampea, Tanjakancinangneng, Cibanteng, Ciampea, Bogor, Jawa Barat, Jawa, 16620, Indonesia"
Fore Coffee,-6.5725989,106.7453055,Kabupaten Bogor,cafe,"Fore Coffee, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Cerita Nona Coffee & Eatery,-6.5857134,106.7715522,Kabupaten Bogor,cafe,"Cerita Nona Coffee & Eatery, Jalan Mayjen Ishak Djuarsa, Loji, Bogor Barat, Bogor, Jawa Barat, Jawa, 16118, Indonesia"
Bean Spot,-6.579907,106.7626289,Kabupaten Bogor,cafe,"Bean Spot, Jalan Letjen Ibrahim Adjie, Sindang Barang, Bogor Barat, Bogor, Jawa Barat, Jawa, 16117, Indonesia"
Bean Spot,-6.5627991,106.7180391,Kabupaten Bogor,cafe,"Bean Spot, Jalan Cibadak-Ciampea, Tanjakancinangneng, Cibanteng, Ciampea, Bogor, Jawa Barat, Jawa, 16620, Indonesia"
Rayyan Corner,-6.5628723,106.7221536,Kabupaten Bogor,cafe,"Rayyan Corner, Jalan Cibadak-Ciampea, Tanjakancinangneng, Cibanteng, Ciampea, Bogor, Jawa Barat, Jawa, 16620, Indonesia"
Chatime,-6.5561421,106.7758428,Kabupaten Bogor,cafe,"Chatime, Jalan Kyai Haji Raden Abdullah Bin Nuh, Cibadak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16113, Indonesia"
Waffelicious,-6.5560848,106.7756791,Kabupaten Bogor,cafe,"Waffelicious, Jalan Dadap, Curugmekar, Cibadak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16113, Indonesia"
Tomoro Coffee,-6.5562793,106.7756563,Kabupaten Bogor,cafe,"Tomoro Coffee, Jalan Kyai Haji Raden Abdullah Bin Nuh, Cibadak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16113, Indonesia"
Toko Kopi TUKU - SPBU bp Sholeh Iskandar,-6.5565938,106.7794812,Kabupaten Bogor,cafe,"Toko Kopi TUKU - SPBU bp Sholeh Iskandar, Jalan Sholeh Iskandar, Cibadak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16166, Indonesia"
Ruang Tengah,-6.5566317,106.7824236,Kabupaten Bogor,cafe,"Ruang Tengah, Jalan Bukit Cimanggu City Raya, Cibadak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16166, Indonesia"
JCo,-6.5585456,106.7852023,Kabupaten Bogor,cafe,"JCo, Jalan Sholeh Iskandar, Kedung Jaya, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
Harmony Juice and Salad Bar,-6.5576303,106.7726684,Kabupaten Bogor,cafe,"Harmony Juice and Salad Bar, Jalan Kyai Haji Raden Abdullah Bin Nuh, Curug Mekar, Bogor Barat, Bogor, Jawa Barat, Jawa, 16113, Indonesia"
Chatime,-6.5570961,106.7715324,Kabupaten Bogor,cafe,"Chatime, Jalan Kyai Haji Raden Abdullah Bin Nuh, Curug Mekar, Bogor Barat, Bogor, Jawa Barat, Jawa, 16113, Indonesia"
Chigo X Flip,-6.557657,106.7727287,Kabupaten Bogor,cafe,"Chigo X Flip, Jalan Kyai Haji Raden Abdullah Bin Nuh, Curug Mekar, Bogor Barat, Bogor, Jawa Barat, Jawa, 16113, Indonesia"
Summer Mini Bar,-6.5608199,106.7800076,Kabupaten Bogor,cafe,"Summer Mini Bar, Jalan Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Sari Rasa Johar,-6.5576343,106.7780368,Kabupaten Bogor,cafe,"Sari Rasa Johar, Jalan Taman Cimanggu, Cibadak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Taste of Tokyo,-6.5608446,106.7800089,Kabupaten Bogor,cafe,"Taste of Tokyo, Jalan Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Cafe Therapy,-6.5593364,106.7790178,Kabupaten Bogor,cafe,"Cafe Therapy, Jalan Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Kopi Aceh,-6.5628837,106.7816786,Kabupaten Bogor,cafe,"Kopi Aceh, Jalan Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Tanpa Nama,-6.5652212,106.7832591,Kabupaten Bogor,cafe,"Jalan Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16162, Indonesia"
Background Coffee & Munch,-6.5658694,106.7837935,Kabupaten Bogor,cafe,"Background Coffee & Munch, Jalan Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Point Coffee,-6.5653291,106.7830063,Kabupaten Bogor,cafe,"Point Coffee, Jalan Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Susu Mbok Darmi,-6.56596,106.7835192,Kabupaten Bogor,cafe,"Susu Mbok Darmi, Jalan Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Point Coffee,-6.5700248,106.7861377,Kabupaten Bogor,cafe,"Point Coffee, Jalan Perikanan Darat, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Bean Spot,-6.5695652,106.782897,Kabupaten Bogor,cafe,"Bean Spot, Jalan Perikanan Darat, Kedung Waringin, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16163, Indonesia"
Surabi Duren Bang Kumis,-6.5917748,106.7757274,Kabupaten Bogor,cafe,"Surabi Duren Bang Kumis, Jalan Mayjen Ishak Djuarsa, Gunung Batu, Bogor Barat, Bogor, Jawa Barat, Jawa, 16118, Indonesia"
Byon Coffee & Eatery,-6.5915583,106.7755531,Kabupaten Bogor,cafe,"Byon Coffee & Eatery, Jalan Mayjen Ishak Djuarsa, Gunung Batu, Bogor Barat, Bogor, Jawa Barat, Jawa, 16118, Indonesia"
Tomoro Coffee,-6.5681916,106.7377473,Kabupaten Bogor,cafe,"Tomoro Coffee, Jalan Labuan-Cianjur, Marga Jaya, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Haus,-6.5904009,106.7859195,Kabupaten Bogor,cafe,"Haus, Jalan DR. Sumeru, Kebon Kalapa, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16125, Indonesia"
Savana,-6.5860628,106.7828071,Kabupaten Bogor,cafe,"Savana, Jalan Dr. Sumeru, Menteng, Bogor Barat, Bogor, Jawa Barat, Jawa, 16111, Indonesia"
Kedai De Javu 88,-6.5851109,106.7817195,Kabupaten Bogor,cafe,"Kedai De Javu 88, Jalan Dr. Sumeru, Menteng, Bogor Barat, Bogor, Jawa Barat, Jawa, 16111, Indonesia"
Waroeng Uncal,-6.5852887,106.7819501,Kabupaten Bogor,cafe,"Waroeng Uncal, Jalan Dr. Sumeru, Menteng, Bogor Barat, Bogor, Jawa Barat, Jawa, 16111, Indonesia"
Btari Coffee,-6.5825669,106.7787288,Kabupaten Bogor,cafe,"Btari Coffee, Jalan Dr. Sumeru, Menteng, Bogor Barat, Bogor, Jawa Barat, Jawa, 16111, Indonesia"
Teras Semboja,-6.5891636,106.7833436,Kabupaten Bogor,cafe,"Teras Semboja, Jalan Semboja, Kebon Kalapa, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16125, Indonesia"
Maa Maa Milk Corner,-6.5721192,106.7429066,Kabupaten Bogor,cafe,"Maa Maa Milk Corner, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Homing Brew,-6.5722324,106.7428341,Kabupaten Bogor,cafe,"Homing Brew, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Es Oyen,-6.5721552,106.7429213,Kabupaten Bogor,cafe,"Es Oyen, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Raja Softi,-6.5722271,106.7427523,Kabupaten Bogor,cafe,"Raja Softi, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Bean Spot,-6.6553058,106.8611035,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Gadog, Megamendung, Bogor, Jawa Barat, Jawa, 16720, Indonesia"
Jiwa Toast,-6.6550647,106.8612,Kabupaten Bogor,cafe,"Jiwa Toast, Jalan Raya Puncak, Gadog, Megamendung, Bogor, Jawa Barat, Jawa, 16720, Indonesia"
Kopi Kenangan,-6.6550048,106.8613543,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Raya Puncak, Gadog, Megamendung, Bogor, Jawa Barat, Jawa, 16720, Indonesia"
Bean Spot,-6.6545605,106.8618947,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Pandan Sari, Ciawi, Bogor, Jawa Barat, Jawa, 16720, Indonesia"
Bean Spot,-6.6538166,106.8646333,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Pandan Sari, Ciawi, Bogor, Jawa Barat, Jawa, 16770, Indonesia"
Kafe Tenda,-6.6531545,106.8662654,Kabupaten Bogor,cafe,"Kafe Tenda, Jalan Cibalok, Pandan Sari, Ciawi, Bogor, Jawa Barat, Jawa, 16720, Indonesia"
Dha Noodle,-6.6538992,106.8750791,Kabupaten Bogor,cafe,"Dha Noodle, Jalan Raya Puncak, Cipayung Datar, Megamendung, Bogor, Jawa Barat, Jawa, 16772, Indonesia"
Arimbi Coffee,-6.6540337,106.8734792,Kabupaten Bogor,cafe,"Arimbi Coffee, Jalan Raya Puncak, Cipayung Datar, Megamendung, Bogor, Jawa Barat, Jawa, 16772, Indonesia"
Kopi Cinta,-6.6539618,106.8770573,Kabupaten Bogor,cafe,"Kopi Cinta, Jalan Raya Puncak, Cipayung Datar, Megamendung, Bogor, Jawa Barat, Jawa, 16772, Indonesia"
Bean Spot,-6.6513722,106.8867306,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Cipayung Datar, Megamendung, Bogor, Jawa Barat, Jawa, 16772, Indonesia"
Kopi Kenangan,-6.6513389,106.8850985,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Raya Puncak, Cipayung Datar, Megamendung, Bogor, Jawa Barat, Jawa, 16772, Indonesia"
Point Coffee,-6.6512357,106.8859729,Kabupaten Bogor,cafe,"Point Coffee, Jalan Raya Puncak, Cipayung Datar, Megamendung, Bogor, Jawa Barat, Jawa, 16772, Indonesia"
Kopilao,-6.6498596,106.8991969,Kabupaten Bogor,cafe,"Kopilao, Jalan Raya Puncak, Cipayung Girang, Megamendung, Bogor, Jawa Barat, Jawa, 16772, Indonesia"
Kopicentrum,-6.5586922,106.7312618,Kabupaten Bogor,cafe,"Kopicentrum, Jalan Dramaga - Bubulak, Babakan, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Saras Cafe Dramaga,-6.5649761,106.7345897,Kabupaten Bogor,cafe,"Saras Cafe Dramaga, Jalan Dramaga - Bubulak, Babakan, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Bean Spot,-6.5892968,106.7876659,Kabupaten Bogor,cafe,"Bean Spot, Jalan Merdeka, Menteng, Bogor Barat, Bogor, Jawa Barat, Jawa, 16111, Indonesia"
Kopi Kenangan,-6.5954631,106.7897084,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Mayor Oking Jayaatmaja, Cibogor, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16124, Indonesia"
Shu Coffee,-6.5921092,106.7879777,Kabupaten Bogor,cafe,"Shu Coffee, Jalan Merdeka, Ciwaringin, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16125, Indonesia"
The Gade Coffe & Gold,-6.5843748,106.7878302,Kabupaten Bogor,cafe,"The Gade Coffe & Gold, Jalan Merdeka, Ciwaringin, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16111, Indonesia"
Melati Coffee & Beauty,-6.5826708,106.7899827,Kabupaten Bogor,cafe,"Melati Coffee & Beauty, Jalan RE. Martadinata, Ciwaringin, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16124, Indonesia"
Kanca,-6.5810681,106.7953947,Kabupaten Bogor,cafe,"Kanca, Jalan RE. Martadinata, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16129, Indonesia"
Point Coffee,-6.5822019,106.7968766,Kabupaten Bogor,cafe,"Point Coffee, Jalan Jenderal Sudirman, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16121, Indonesia"
Wedang Ronde Gg Aut,-6.5816263,106.7969001,Kabupaten Bogor,cafe,"Wedang Ronde Gg Aut, Jalan Jenderal Ahmad Yani, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Kopi Kenangan,-6.5818848,106.7968545,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Jenderal Sudirman, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16121, Indonesia"
Bean Spot,-6.5827228,106.7969424,Kabupaten Bogor,cafe,"Bean Spot, Jalan Jenderal Sudirman, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16121, Indonesia"
Janji Jiwa Toast,-6.586134,106.7970376,Kabupaten Bogor,cafe,"Janji Jiwa Toast, Jalan Jenderal Sudirman, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16121, Indonesia"
Tomoro Coffee,-6.5890164,106.7968538,Kabupaten Bogor,cafe,"Tomoro Coffee, Jalan Jenderal Sudirman, Pabaton, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16121, Indonesia"
Yung Bangka Es,-6.5892135,106.7968445,Kabupaten Bogor,cafe,"Yung Bangka Es, Jalan Jenderal Sudirman, Pabaton, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16121, Indonesia"
Bean Spot,-6.5917122,106.796473,Kabupaten Bogor,cafe,"Bean Spot, Jalan Pengadilan, Pabaton, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16121, Indonesia"
Point Coffee,-6.5805798,106.796473,Kabupaten Bogor,cafe,"Point Coffee, Jalan Pemuda, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16162, Indonesia"
Point Coffee,-6.5703912,106.7982868,Kabupaten Bogor,cafe,"Point Coffee, Jalan Pemuda, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Warung Kopi Pemuda,-6.5790824,106.7965581,Kabupaten Bogor,cafe,"Warung Kopi Pemuda, Jalan Pemuda, Kebon Pedes, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16162, Indonesia"
Kawula Coffee,-6.5720239,106.7976028,Kabupaten Bogor,cafe,"Kawula Coffee, Jalan Pemuda, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Circuloo Coffee & Cat,-6.5737293,106.7966601,Kabupaten Bogor,cafe,"Circuloo Coffee & Cat, Jalan Pemuda, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16162, Indonesia"
Oopy Malabar,-6.5739651,106.7967211,Kabupaten Bogor,cafe,"Oopy Malabar, Jalan Pemuda, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16162, Indonesia"
Anami Coffe,-6.5756991,106.8001483,Kabupaten Bogor,cafe,"Anami Coffe, Jalan Jenderal Ahmad Yani, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Seremoni,-6.5711186,106.8003595,Kabupaten Bogor,cafe,"Seremoni, Jalan Bincarung, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Aumont Kofie,-6.5708362,106.8043506,Kabupaten Bogor,cafe,"Aumont Kofie, Jalan Jenderal Ahmad Yani, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Tentang Kopi Latte,-6.57025,106.804761,Kabupaten Bogor,cafe,"Tentang Kopi Latte, Jalan Jenderal Ahmad Yani, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Coffe Right,-6.5746459,106.8010321,Kabupaten Bogor,cafe,"Coffe Right, Jalan Jenderal Ahmad Yani, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Sejenak Coffee,-6.5706737,106.8045303,Kabupaten Bogor,cafe,"Sejenak Coffee, Jalan Jenderal Ahmad Yani, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Mamang Coffee,-6.5707016,106.8027332,Kabupaten Bogor,cafe,"Mamang Coffee, Jalan Bango, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Bango Coffee House,-6.5713465,106.8026662,Kabupaten Bogor,cafe,"Bango Coffee House, Jalan Bango, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Bhumi Living Space,-6.5726255,106.8029438,Kabupaten Bogor,cafe,"Bhumi Living Space, Jalan Jenderal Ahmad Yani, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Kopi Surplus,-6.5737526,106.8016282,Kabupaten Bogor,cafe,"Kopi Surplus, Jalan Jenderal Ahmad Yani, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
The Teras Dara,-6.575815,106.8004721,Kabupaten Bogor,cafe,"The Teras Dara, Jalan Jenderal Ahmad Yani, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Serenity Coffee,-6.5763172,106.7998961,Kabupaten Bogor,cafe,"Serenity Coffee, Jalan RM Tirto Adhi Soerjo, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Cafe Makaroni Nachos,-6.5801435,106.7983143,Kabupaten Bogor,cafe,"Cafe Makaroni Nachos, Jalan Jenderal Ahmad Yani, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Sweet Pot & Coffee,-6.5802195,106.7982821,Kabupaten Bogor,cafe,"Sweet Pot & Coffee, Jalan Jenderal Ahmad Yani, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Et Al Coffee,-6.5721285,106.7982942,Kabupaten Bogor,cafe,"Et Al Coffee, Jalan Waliwis, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16161, Indonesia"
Tomoro Coffee,-6.5692961,106.8081406,Kabupaten Bogor,cafe,"Tomoro Coffee, Akses Plaza Jambu Dua, Bantarjati, Bogor Utara, Bogor, Jawa Barat, Jawa, 16153, Indonesia"
Bean Spot,-6.5700488,106.8090914,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Pajajaran, Bantarjati, Bogor Utara, Bogor, Jawa Barat, Jawa, 16153, Indonesia"
Yuu Cafe,-6.568975,106.8075062,Kabupaten Bogor,cafe,"Yuu Cafe, Akses Plaza Jambu Dua, Bantarjati, Bogor Utara, Bogor, Jawa Barat, Jawa, 16153, Indonesia"
Kopi Kenangan,-6.5788859,106.8065648,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Raya Pajajaran, Bantarjati, Bogor Utara, Bogor, Jawa Barat, Jawa, 16153, Indonesia"
Point Coffee,-6.589845,106.8050145,Kabupaten Bogor,cafe,"Point Coffee, Jalan Pajajaran, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Sequoia Coffee,-6.5842442,106.805744,Kabupaten Bogor,cafe,"Sequoia Coffee, Jalan Gunung Gede, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Klappertaart Huize Cafe,-6.5889711,106.8047047,Kabupaten Bogor,cafe,"Klappertaart Huize Cafe, Jalan Pajajaran, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Artisan Coffee Indonesia,-6.5956829,106.8063274,Kabupaten Bogor,cafe,"Artisan Coffee Indonesia, Jalan Malabar 2, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Janji Jiwa,-6.5953685,106.8059841,Kabupaten Bogor,cafe,"Janji Jiwa, Jalan Malabar 1, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
BooTheIn Coffe,-6.5951487,106.8053149,Kabupaten Bogor,cafe,"BooTheIn Coffe, Jalan Malabar 1, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Usisatoko,-6.5949595,106.8059988,Kabupaten Bogor,cafe,"Usisatoko, Jalan Malabar 1, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Kopi Ketan,-6.5950367,106.8059801,Kabupaten Bogor,cafe,"Kopi Ketan, Jalan Malabar 1, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Kawula Coffee,-6.5975813,106.8058433,Kabupaten Bogor,cafe,"Kawula Coffee, Taman Malabar, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Kopitagram,-6.5949675,106.8062443,Kabupaten Bogor,cafe,"Kopitagram, Jalan Malabar 1, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Brascoff Coffee & Space,-6.5970491,106.8048656,Kabupaten Bogor,cafe,"Brascoff Coffee & Space, Jalan Raya Pajajaran, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Auntie Anne's,-6.6013435,106.8072514,Kabupaten Bogor,cafe,"Auntie Anne's, Botani Square, Tegallega, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16127, Indonesia"
Susu Mbok Darmi,-6.6011663,106.8075907,Kabupaten Bogor,cafe,"Susu Mbok Darmi, Botani Square, Tegallega, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16127, Indonesia"
Joomba,-6.6014114,106.8073305,Kabupaten Bogor,cafe,"Joomba, Botani Square, Tegallega, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16127, Indonesia"
J.Co,-6.6012569,106.8071508,Kabupaten Bogor,cafe,"J.Co, Botani Square, Tegallega, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16127, Indonesia"
Share Tea,-6.6012702,106.8076377,Kabupaten Bogor,cafe,"Share Tea, Botani Square, Tegallega, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16127, Indonesia"
Warkop Gemintan,-6.572804,106.7473443,Kabupaten Bogor,cafe,"Warkop Gemintan, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Askara Coffee & Kitchen,-6.5773804,106.7577177,Kabupaten Bogor,cafe,"Askara Coffee & Kitchen, Jalan Letjen Ibrahim Adjie, Sindang Barang, Bogor Barat, Bogor, Jawa Barat, Jawa, 16117, Indonesia"
